Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019,2020,2021
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,59907.75426,62823.30944,65120.39466,63530.63348,70248.629
